State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,NDVI,Yield
Arunachal Pradesh,Wheat,Rabi,13.716860943402134,938.2386161553136,57.94728738878442,12.227496070315988,0.7294917438232524,80.14327164159565
Uttarakhand,Maize,Kharif,9.46403754361539,2166.8943545330794,218.557862437133,11.546159687687148,0.742264188241982,79.05504899798792
Punjab,Cotton,Kharif,8.388668914710266,1124.6254016425705,150.34927907817357,10.742090632381789,0.7763971865215695,68.99852873349842
Andhra Pradesh,Rice,Kharif,8.8041735402904,2367.696650012906,190.38114969328626,7.824577316417615,0.513943825586436,80.54701250254107
Karnataka,Sugarcane,Rabi,14.69663130748147,1292.8159829261876,209.23940450519987,6.113037371875794,0.7603107686394843,124.87031764247553
Tripura,Maize,Rabi,11.824347684457424,2229.5547543802872,293.12114056903977,6.2582126935073505,0.8870480365937623,83.8200030011067
Rajasthan,Wheat,Whole Year,2.487722667093542,1105.8436395838228,67.06646646387524,8.042987489380266,0.7190365475645653,81.86866714846225
West Bengal,Maize,Kharif,11.8979976949396,1577.6011795062568,154.4794212078595,2.082405616357163,0.5500518673755235,76.18398683590848
Karnataka,Wheat,Rabi,3.387532684575162,803.0820614292151,111.47448338162026,10.552276480138856,0.7298158714265849,78.99605643452418
Telangana,Maize,Kharif,7.262907686078759,1854.2259156927307,169.17798296420352,5.9211056161302285,0.8404768201577217,83.04460342225012
Meghalaya,Wheat,Rabi,3.94643541047148,2188.550622816993,280.11807515347203,4.14662289114164,0.37725692620558415,71.8898438079323
Uttar Pradesh,Cotton,Kharif,10.654162917465218,1965.0498344745906,230.9960663120378,4.896578986980945,0.45917680535083283,63.585174845043476
Uttar Pradesh,Wheat,Rabi,13.282336306702499,1594.191174583449,215.48739661997334,3.52411999400705,0.8515777291973432,91.28385229681356
Jammu and Kashmir,Wheat,Whole Year,5.065066395133533,685.720169342773,160.31146910779435,13.62195319738904,0.8677397402667164,85.60919258683681
Uttarakhand,Rice,Whole Year,2.148150376914627,2373.537913624631,217.77812459360896,3.3665252290757146,0.5904834762707671,85.66340822960467
Uttarakhand,Wheat,Kharif,5.178903373049486,1940.4301422994058,58.093844318602024,13.360965664528077,0.5247305780419785,73.55661132490899
Manipur,Rice,Rabi,10.413066011050722,2017.1420528941328,196.55966800747362,9.011407543558319,0.46966908336181756,80.85136244942879
Maharashtra,Sugarcane,Rabi,5.602641785762299,2109.8930934705336,188.44414064981206,13.144313375444042,0.5992509246545811,119.79402254397506
Maharashtra,Rice,Kharif,4.893570345753248,2020.7125092624603,136.66010799079822,7.63689903667717,0.8607186909546312,94.46862890075438
Nagaland,Cotton,Rabi,3.582092668179709,1438.120711786834,100.37853135602711,13.98687207273503,0.38988577645467326,60.890823712967276
Karnataka,Rice,Kharif,7.965229976242069,1993.881475647099,251.88888774982524,3.9608704105169026,0.5518983831283322,85.21920678908843
Sikkim,Sugarcane,Rabi,4.863283594200626,1787.550896839625,63.46552861377412,8.765684539861844,0.8469647141744934,123.9547270158479
Odisha,Cotton,Kharif,11.234144887952764,2222.6310339706943,67.41821610589695,2.7617416671913677,0.5094715620865512,57.16887235576055
Telangana,Maize,Rabi,2.0727136278908382,2124.673649141004,160.13043599603662,7.2610839928331,0.7608488442261223,79.01199216923307
Assam,Maize,Kharif,10.296462463558445,678.6113266877937,113.13863685215127,8.978651753055793,0.5335558717446612,68.07680490616347
Chhattisgarh,Rice,Rabi,4.325840203948778,1319.88547163195,236.3631033767551,9.479453110424409,0.7829560069938251,92.57891859582136
Nagaland,Rice,Whole Year,7.849909654722444,665.9606891493996,208.54751923029775,6.117403156701908,0.8886014099743251,93.14676725887406
Gujarat,Sugarcane,Rabi,5.005258908437648,793.9423570555861,243.13369903165787,2.06869899033034,0.532693206345167,114.87454883688706
Punjab,Sugarcane,Kharif,11.118761464151138,1742.6803718068616,131.16973908445027,10.174564999357138,0.8070591927445203,127.4277572052719
Himachal Pradesh,Wheat,Whole Year,14.234298563522914,2260.2614602082813,235.12973490446686,7.838046046345889,0.8930500949041806,89.35674709740361
Gujarat,Sugarcane,Rabi,13.839074912577386,827.6670415476077,265.57580900659974,2.9163041329215966,0.8902980858067526,128.11513472577516
Mizoram,Wheat,Whole Year,9.167967012017275,1457.0696461869798,136.31862360464294,14.102263571685395,0.5602626489199849,79.82361400402608
Bihar,Cotton,Rabi,7.476544245597697,2330.669919132243,134.97395529045832,14.379361270568205,0.5914566723294901,59.258707359033195
Telangana,Rice,Whole Year,12.456207132151345,2147.1718689760164,274.9878509766065,12.992487917639165,0.4820409369858012,81.41149653224073
Uttarakhand,Cotton,Kharif,10.56656907678822,1587.369003285267,62.447563296927285,12.814156207246365,0.488411258233419,58.52664335902271
Madhya Pradesh,Sugarcane,Rabi,3.56989759903706,2065.985734724779,137.54735143271108,2.381397862152786,0.5954823735793412,117.08738582578462
Mizoram,Cotton,Rabi,12.492868990582004,1593.1181706846203,79.66812301795102,14.90788153415595,0.4203111540385852,58.81731285798619
Tripura,Cotton,Kharif,7.004381451525942,900.3754408374127,57.24514756249406,6.605329518092242,0.7266739776929565,63.269971653486394
Himachal Pradesh,Cotton,Whole Year,3.6457992395964514,836.9986151211903,78.21735441170553,3.2836956221395894,0.6217851208525514,60.166536858490446
Tripura,Sugarcane,Kharif,4.9451629055508945,957.8996409274325,157.81144779506923,12.369424195041097,0.8388407143039696,124.21848392111075
Punjab,Cotton,Kharif,4.745378423476793,1266.751980434791,221.7390173069477,4.160230758482809,0.7863494602863246,73.64451171847372
Arunachal Pradesh,Wheat,Whole Year,8.26889764444844,2368.0056085806355,122.32060611049074,8.36645448937428,0.4934826677076808,73.50968187977735
Odisha,Sugarcane,Kharif,4.281181269490257,2119.3889859418423,262.4188268502812,2.7922249128481087,0.6034827738106004,121.67348312651538
Uttarakhand,Cotton,Rabi,2.729930823622066,1422.3229663300033,159.40390718458752,7.6450401258624385,0.7503089565832646,69.86603187338943
Maharashtra,Sugarcane,Rabi,2.7316719085926504,1536.8457485963906,292.0570127404359,8.813980907641191,0.415920076487035,116.57763742234505
Uttarakhand,Maize,Rabi,9.165866759947352,1104.6579695661883,288.538917360925,7.2429354393187975,0.31895863789055,67.28696651184298
Gujarat,Wheat,Kharif,11.2866300438913,1938.2706172970472,243.31905566670378,1.972815546537142,0.8113827157849702,82.67767380002066
Karnataka,Cotton,Rabi,5.501462123736771,2125.254775777872,283.10137403665453,7.789146428158687,0.38253015449576894,59.16879626860291
West Bengal,Maize,Rabi,1.485109937396239,1053.9189217683954,226.7740190402779,7.565199808171421,0.8336468585722239,81.64465240534373
Haryana,Maize,Rabi,2.78114841711815,679.4610851942842,273.89579749779534,4.662683882069434,0.8481648143286868,81.12535008666035
Maharashtra,Sugarcane,Rabi,13.805723844718798,1785.3889920096437,109.11842934157663,13.90242239520411,0.5764202628822943,115.83044025822308
Assam,Maize,Rabi,7.909611234252342,1668.7730263571016,136.35505004419966,6.849092657775586,0.7840690274115469,81.03524836979965
Madhya Pradesh,Wheat,Rabi,7.350019334612447,1364.0491945548652,238.2325165012154,13.097621146749391,0.517914747812483,78.95458253807979
Meghalaya,Wheat,Kharif,1.5326884963412728,1823.3984893690993,156.1403095516393,2.535293614868187,0.8149587291070481,86.12769132914015
Bihar,Rice,Rabi,11.200918312436587,1646.1652661717728,259.33185845612945,5.46428197888654,0.7948091305000302,93.15520355553939
Mizoram,Wheat,Rabi,8.392953133049105,1076.1049955289664,269.4097178969438,3.4686319527525606,0.34711103382072145,72.68558998257235
Haryana,Maize,Whole Year,3.829133105211291,1355.6850536831726,124.93237118023121,6.717751029874695,0.6495610444514204,77.4866229433239
Bihar,Wheat,Kharif,2.541032642534801,1413.4157825197592,255.86270204739338,2.5629136203923,0.6839993421580489,86.1276672514266
Arunachal Pradesh,Sugarcane,Kharif,6.367430090847979,2272.4711895035707,88.56606776628752,7.174487281838687,0.3005143744129296,106.77735577664792
Goa,Rice,Kharif,12.720267498730358,2425.717892845023,133.54917788421227,5.954190408275308,0.8879509912375774,88.40166785772252
Rajasthan,Maize,Kharif,13.114123828814343,2296.7025885533444,179.49123778034723,4.126410661836073,0.5439405449404265,69.57368932070655
Jammu and Kashmir,Rice,Rabi,9.43984932553891,1966.4382456987612,106.61094052597304,9.99051176730441,0.6104059235155279,84.48334506080067
Bihar,Maize,Rabi,11.185509981221998,1711.4861938510614,194.8169573937998,14.312760834069648,0.4168824478758126,72.83583683060083
Rajasthan,Sugarcane,Whole Year,2.612181023640185,1909.5971073853145,194.67376967941163,3.8995886296942164,0.6665511465103567,119.06142902022964
West Bengal,Rice,Whole Year,9.233764916549967,2384.307519392109,101.72572371272643,10.965071758578306,0.7863719197676153,85.38582825317292
Mizoram,Cotton,Kharif,10.337519848820545,1074.9975969252803,248.91033622136416,11.393332449594402,0.6515354074318369,66.93911147242397
Tripura,Maize,Whole Year,3.8099798007930907,1616.7289645794694,207.91112235287423,7.973687229962074,0.7728210274812584,78.68076046930571
Karnataka,Cotton,Whole Year,13.322166260743625,1910.255236100775,129.44012670623857,13.567356845407938,0.7386647764309002,68.47186289815824
Arunachal Pradesh,Rice,Kharif,3.7299543252942766,1890.5693025161218,108.04619586757298,14.529460924907761,0.44259468691628284,79.37606208480516
Jammu and Kashmir,Cotton,Kharif,5.388683037850306,1079.3300231959893,269.6875347086234,6.071450328753892,0.5614877046654925,65.3906556848299
Bihar,Cotton,Whole Year,9.687795858328421,1714.7899020405287,258.9355613061632,10.114466172044626,0.38917613066184514,60.087291797448565
Madhya Pradesh,Rice,Rabi,9.93690091183023,2112.234970598297,107.44016871388158,10.270976650601572,0.3251615250450612,74.07053958380449
Manipur,Sugarcane,Whole Year,10.79138637382314,1502.6500620954635,58.90130662912719,6.650897367535063,0.33784137315847856,110.05552003758612
Maharashtra,Cotton,Whole Year,2.5681639829548795,2107.2663457275967,251.13314893578095,5.435075042924598,0.8654999579237344,69.73267756391635
Haryana,Cotton,Rabi,12.892502018999775,1283.7769357336542,203.87713881626078,14.072418775189389,0.8907224754806271,74.98099691160535
Madhya Pradesh,Sugarcane,Rabi,8.45985985196564,2383.644241611142,75.22050701336492,12.059741690377454,0.35698650482990396,108.86149603552398
Sikkim,Cotton,Kharif,7.598505117470957,1614.464036948292,196.83955155472378,2.602503923643618,0.5011160611032293,63.77962447013453
Uttarakhand,Cotton,Kharif,14.735366743189134,1732.3011065059673,163.04567134042355,2.678377002188418,0.3686524080936136,60.689929153030484
Telangana,Cotton,Whole Year,11.365296157174276,659.586980728718,243.6375818684229,13.915598763939572,0.8005372940213815,70.33902606579572
Haryana,Wheat,Rabi,2.652084372671248,923.5113605443291,102.2712105396825,2.1397367103769422,0.597778254984169,78.2812073283322
Punjab,Sugarcane,Kharif,11.59154834116737,1802.574372894985,163.2891860762566,10.637898847404323,0.6727570535553297,122.94197821559877
Manipur,Cotton,Whole Year,2.333485075620173,1397.7537063863156,89.06102856297919,4.174615457221764,0.6239465194410038,67.8491316975154
Kerala,Sugarcane,Rabi,1.384587875181788,1565.511201870532,289.38180695271166,1.4925947983826613,0.7261521503044297,125.3347760375372
Mizoram,Maize,Whole Year,6.650762533778559,719.6456765940309,244.68453923129104,1.8349256451212628,0.49147934599023635,71.63828903829115
Maharashtra,Maize,Kharif,14.910094419469061,2184.85695297973,234.18060662534913,6.229309451513869,0.38249601271801936,68.45666192163065
Punjab,Cotton,Kharif,3.448375106728077,2090.560644362813,222.5516662552005,2.0862383236511057,0.3105720016378284,56.741759286680654
Tamil Nadu,Sugarcane,Rabi,10.41702080937506,952.1725538715141,155.8341106165954,9.352948799068356,0.5674157331755629,118.63912104857533
Tripura,Sugarcane,Whole Year,3.427544926885671,1805.2257787890208,280.82060392578614,10.061563159237059,0.8447006572748625,128.59840197439758
Telangana,Sugarcane,Rabi,11.147017649417405,2154.7989021431163,68.22925298175134,6.2285600077626855,0.48315992280736,113.63024019147699
Uttarakhand,Wheat,Kharif,8.074951355329565,1817.62285918964,250.81476791973796,11.40029306005691,0.41757409268137385,76.61863104037177
Uttarakhand,Maize,Kharif,10.519603941251269,1189.7563810621052,103.80818302643317,7.8605952823740814,0.8556256477482644,82.92034401981161
Uttarakhand,Sugarcane,Whole Year,3.8402244627992843,1846.6111859085177,131.006988908462,7.023199047629149,0.3632691832507765,114.35556693103136
Kerala,Sugarcane,Whole Year,11.438796655287028,999.8773205981033,179.85743224182707,6.69783324306175,0.3310806200494861,111.97701678425045
Himachal Pradesh,Wheat,Whole Year,14.938666834717894,1204.6844948308997,245.66375276389488,7.035490822837523,0.8276479049732628,86.86123697806408
West Bengal,Wheat,Rabi,10.319107008763437,1056.1323409036395,259.63372691343415,14.55042709908186,0.7205456291728135,84.7649530935281
Maharashtra,Sugarcane,Whole Year,7.908719973020288,1658.1576945413924,195.93306254003122,10.539698840538128,0.5532411828824477,119.43974349534236
Kerala,Rice,Whole Year,13.924435840669707,805.6306288545424,150.7588722336713,5.412937860255401,0.7514063838053047,87.26910075974433
Andhra Pradesh,Sugarcane,Kharif,1.2219257912462682,2373.2897226618434,286.6256053508025,11.274038182877915,0.7448639712265616,122.05067684978937
Telangana,Sugarcane,Kharif,11.218929270001496,1233.673471959447,111.63032395984209,5.623743436520824,0.32403633795634973,110.0971344765996
Gujarat,Wheat,Whole Year,13.442451235393381,1016.0432415010225,250.77364397015884,2.760008708985467,0.705748087237104,80.3099592582272
Himachal Pradesh,Wheat,Whole Year,1.8634441706934044,1543.4446458434795,203.0124053620383,7.655045004379087,0.6845234264716276,86.35274840691335
Tamil Nadu,Sugarcane,Kharif,7.300898385820615,1126.2958550639605,144.22375422130344,11.514334027937798,0.8782674818497822,127.25058539730975
Andhra Pradesh,Sugarcane,Whole Year,3.866072355299985,1616.317764127024,50.3419960908842,6.287238752422497,0.8799735660958583,123.88333675858256
Karnataka,Sugarcane,Rabi,8.931254318229621,1262.1673845859623,161.6498253371567,13.1684379886628,0.5266795957212264,118.756277746257
Haryana,Wheat,Rabi,10.093601420451247,850.9269404611775,119.17999938557482,6.417337857228638,0.653905147132931,80.47091097279625
Tamil Nadu,Sugarcane,Rabi,5.23672456100257,1105.2009598517977,76.08665333139015,5.8977463570942446,0.38481442493302725,111.08089413191395
Jharkhand,Sugarcane,Whole Year,7.4397433754934115,1433.035705426898,68.7896413345212,14.975414794085733,0.3398739155742804,109.60866823852857
Nagaland,Cotton,Kharif,4.910752793871833,657.5571303112887,136.88958182790049,7.754608321860916,0.5596679233553414,58.65892196962446
Meghalaya,Rice,Whole Year,6.171476302371593,2064.220801328048,203.68934718516215,12.273096935989084,0.7139292065010063,91.30797803464246
Haryana,Maize,Whole Year,3.23355939363793,1781.46667272179,259.37982884119344,12.269832784838915,0.6406566733786362,75.32368763642556
Assam,Rice,Kharif,13.39783221019884,1742.583253828873,95.89081123683172,13.969170719388512,0.5577941533116012,80.84490754336818
Assam,Cotton,Kharif,1.14014574782791,1637.4948705772554,156.16099282726242,2.188530762304251,0.7908675280647547,70.59902211900994
Andhra Pradesh,Maize,Kharif,13.35372861021304,1721.5950274176303,147.98903503553805,4.7970838699757925,0.7766564833102483,82.26617819747867
Uttar Pradesh,Sugarcane,Rabi,9.00350429689634,2375.8387101437193,178.3485023021289,11.748473281650076,0.7391652330466569,124.40830431473846
Chhattisgarh,Cotton,Whole Year,5.643209818478245,616.2815005404074,252.3968177023882,8.876420893579908,0.34621934889225664,55.43222972012051
Jammu and Kashmir,Sugarcane,Kharif,11.122799756444616,690.8194483497236,188.4113044998087,8.834609192963475,0.7778817767373862,123.30724032990526
Gujarat,Wheat,Whole Year,8.108530126077302,963.8374788685244,261.66372837557356,3.3270142261833713,0.85165278959682,85.97461431942594
Tripura,Cotton,Rabi,7.987521213506492,917.8726219869852,179.63793901724443,4.936142197595017,0.33566525297454985,57.88085319274494
Himachal Pradesh,Wheat,Rabi,2.54199196086553,944.2694729914471,200.96184129531787,8.298677200034282,0.5410028332851211,77.24939189584734
Uttarakhand,Cotton,Kharif,6.453224363235721,1876.6933831124354,159.34581062324744,4.880539105444696,0.8930132938299526,73.54901297108711
Gujarat,Cotton,Kharif,4.374900841994313,1473.018271995314,255.77389507390842,3.9439590977820114,0.6595433150809702,70.01290914886253
Himachal Pradesh,Wheat,Whole Year,1.219742678347915,2484.379868835917,280.9568015911632,2.2285847807799457,0.6081464412764777,78.27832820250481
Haryana,Maize,Kharif,6.041394830949586,1031.0832381255952,209.78618453078641,3.180164166926838,0.40646768848124615,68.9920384760597
Karnataka,Rice,Whole Year,2.2575098119584665,1190.57719195224,255.19561229322596,11.764148674887622,0.6392917700005021,89.06844311408429
Arunachal Pradesh,Sugarcane,Kharif,4.595620528152593,2470.057361923133,64.75083349977507,11.062908528186016,0.5634259562816718,110.9726341515377
Andhra Pradesh,Cotton,Whole Year,2.295232696563322,2180.340467524269,276.5279378616644,1.6416715808819624,0.37646583334207384,57.8702558479846
Manipur,Sugarcane,Whole Year,2.413182757789584,1492.6185192892121,97.23126670978115,3.8459771948175545,0.5785995915708206,120.01396828111697
Sikkim,Wheat,Whole Year,3.786158121812636,1653.7340825373806,114.13010683145198,8.846374854258027,0.3986395831051563,73.21994836733296
Sikkim,Sugarcane,Whole Year,14.997889422809603,2202.038049240397,63.33251705168656,5.516789819314824,0.7383981730356339,121.36282092190908
Tamil Nadu,Wheat,Rabi,1.0305780000014828,1513.8624674880234,291.35002924351477,12.525494437513427,0.8841890196861739,92.00003107753933
Chhattisgarh,Sugarcane,Whole Year,9.941416905685674,991.4450748059602,263.0027123720941,11.989850307270057,0.5817462290554177,121.71050988894643
Assam,Rice,Kharif,2.977411772371803,2174.0446232533322,278.2961510227709,13.482127811413534,0.6794209991487677,86.6160647222932
Karnataka,Rice,Rabi,13.888793913950861,1621.7677334237223,261.80404194000374,8.881037241071624,0.5585853148601054,86.10182366844774
Haryana,Rice,Rabi,2.3108605066708092,890.7809346112605,169.8826381803222,5.929070717327379,0.38307231219420323,77.70591231115414
Rajasthan,Rice,Whole Year,14.370884619767311,1560.6130792503554,281.0204835226908,9.484905746588849,0.8823331718852994,96.34189172750517
Uttar Pradesh,Rice,Rabi,9.55296942476869,1385.0864231340317,292.36820510679706,2.2479135164364092,0.3777471984504478,78.85760701363964
Assam,Rice,Whole Year,1.0177530768168634,2266.0008105753404,175.6417441973494,1.1342042483805466,0.3669760851081244,76.75921492910695
Andhra Pradesh,Wheat,Kharif,13.516100770835285,839.5053195853365,93.90619533220955,1.2393092816849751,0.5755037650027803,73.9310634579114
Assam,Cotton,Whole Year,8.303965219136856,2262.8986284512484,214.65562724077358,6.7056011310790264,0.6953323594601593,67.19742041606469
Chhattisgarh,Sugarcane,Rabi,4.677376294626784,1573.200931939541,293.8595724633926,4.193086317442885,0.5129539625837347,123.91484705307415
Maharashtra,Rice,Kharif,11.741908485218822,1368.2924169641806,268.0367149647187,3.2027278812006674,0.4155102133181418,82.8661584784625
Madhya Pradesh,Wheat,Whole Year,13.973317754416179,907.7376503655867,265.4537940364769,9.614564218654387,0.7913780208164858,85.05500677436962
Assam,Wheat,Kharif,7.771671524055114,1931.5541290134909,283.4545042018205,14.931330596584536,0.5178619923657307,77.91323987258632
Andhra Pradesh,Wheat,Kharif,5.417748642203552,2360.932747309077,273.4880651381368,3.488544850617509,0.4165925840303443,73.7158525758977
Chhattisgarh,Cotton,Rabi,12.045231735088976,1313.2169724087075,244.07041600457322,8.649899938995144,0.5190509265041221,64.64363031190913
Tripura,Sugarcane,Kharif,10.544996969038365,1059.0115012745835,229.56820804045682,2.676185195998513,0.42873252458567457,116.61590495823748
Sikkim,Cotton,Rabi,13.442534772503814,1654.2471422983983,116.19179343618859,14.079310175009946,0.6116686426874043,67.99856750541711
Madhya Pradesh,Maize,Kharif,10.695196178656701,2112.7533020243536,205.33500535711232,5.08457235998819,0.7009736316826196,79.49040238126231
Gujarat,Wheat,Whole Year,4.409396744593508,607.1586196460128,180.37215542647237,13.296757480607297,0.7797344263195116,81.03955018827043
Uttar Pradesh,Maize,Kharif,14.043229496626267,1799.6171291513156,265.4860228952478,4.963070149505276,0.43653721819191954,71.94079755478666
Himachal Pradesh,Rice,Whole Year,2.4677004608838784,1733.3804013273987,172.928143372518,12.284734722614072,0.4001724034226673,80.09582400486326
Maharashtra,Rice,Whole Year,4.75119850149587,1204.4891530279042,81.93569088567227,3.9313386682408176,0.3117620525371321,77.07059003024885
Maharashtra,Cotton,Kharif,8.282724508134399,1457.7037068494437,51.24312133058729,5.099052022148221,0.43685266100834563,59.43670819646836
Tripura,Sugarcane,Whole Year,8.92038836499262,1069.2301259074598,219.4682801171663,3.6946551156508756,0.3143432114986777,110.88757715491847
Jammu and Kashmir,Maize,Kharif,1.214348212776676,2100.7829021085013,187.47709678179038,4.699638289895179,0.5072845222134357,71.36210555061595
Uttarakhand,Sugarcane,Kharif,11.92801816149316,1805.6163733956046,132.74072608961208,12.688120574666414,0.387415853298022,116.34277790097316
Kerala,Cotton,Whole Year,6.062502457955453,1612.1520818740719,92.24303750947259,9.946454965653764,0.6479373589366706,65.81418135034855
Nagaland,Rice,Whole Year,6.68985957402993,1345.7997769938715,166.67883060097552,6.682315363721137,0.5302360556947638,82.90915350593512
Gujarat,Sugarcane,Rabi,12.331173622117241,1153.630333439391,75.07161811972641,14.601294379150188,0.35615120464245575,111.02822113858639
Meghalaya,Sugarcane,Whole Year,6.3099674841856235,2163.1993234825195,134.0271223052858,7.508061379814032,0.5399198778219565,115.1635952435693
Odisha,Rice,Rabi,1.6611482709265675,1457.674573823781,144.8029765589086,14.57663959762392,0.425608869580711,81.74214101283526
West Bengal,Maize,Whole Year,3.470156786584904,1552.7500976991782,166.40467370949054,3.7522169207520433,0.7081064108040633,78.56379971680013
Bihar,Rice,Kharif,14.382644413434553,1589.5745880274092,166.6551878347117,13.664937979609292,0.5186617468624439,86.22217240032565
Chhattisgarh,Sugarcane,Whole Year,1.9856750736351982,1451.8971773199953,114.25141086856931,1.1935108573649256,0.38821800552908764,114.56365824063398
Sikkim,Maize,Kharif,5.969036813552227,1086.5680098530052,262.55274540049686,8.634244833120604,0.509761039442572,74.17754019156222
Gujarat,Maize,Kharif,8.044508338718824,828.6468364617988,138.8858765641864,6.922733520088207,0.4346270003581113,69.169196865169
Kerala,Rice,Kharif,7.905931582739841,787.2208076187073,107.39682722312908,8.351229836607711,0.7774674009830318,88.84578632884958
Maharashtra,Sugarcane,Rabi,1.0554392021699985,2039.1787943473084,93.95247085264756,8.748227647267786,0.8900205362189673,125.28434870508003
Jharkhand,Cotton,Whole Year,8.016278240404866,1024.7028623728716,130.6445986258339,6.446438956947953,0.31529483341786047,53.91504026266383
West Bengal,Sugarcane,Kharif,6.372814411683729,705.7783484125536,66.88822074438359,14.974769856405333,0.7140120823891691,118.27857218818149
Bihar,Wheat,Kharif,14.6091106966438,2115.2830727221835,58.226880745242916,14.671100664208762,0.458374700174092,73.64172244521434
Kerala,Cotton,Rabi,3.2282271759136174,892.7171404352312,201.28554920071693,14.464435273864332,0.3398451863215767,53.50431189727399
Gujarat,Maize,Whole Year,5.9581587546329295,1787.7775742933727,204.78678401229752,14.70719066327223,0.3086107857511761,64.10709378522436
Uttar Pradesh,Cotton,Whole Year,6.872740791257477,1243.4222157509403,182.39705065957241,12.102173582771579,0.8286058015274564,72.9729713626143
Nagaland,Maize,Rabi,6.469709519413283,840.312487713488,240.57129880793107,14.840266706368647,0.5121639012466798,73.05618220387362
Rajasthan,Maize,Rabi,10.321631587126076,1387.5138605832838,59.787636069269496,13.493043153851987,0.8967263352543626,84.29116898793018
Uttarakhand,Cotton,Whole Year,4.017180005668764,628.1368361519877,283.9932770523669,6.823056918453895,0.5654263005781275,61.11487619281513
Arunachal Pradesh,Maize,Rabi,4.095001739395886,2197.9854667738646,73.76628081426513,11.986879517367708,0.41255865106282463,63.717536791306216
Jammu and Kashmir,Maize,Whole Year,11.208953279011943,1575.6461265495286,218.50574859839838,13.76894983175876,0.7662861411135276,81.31070349666938
Kerala,Wheat,Whole Year,8.004067261494516,864.4040207251275,83.34914723520232,10.976485030219294,0.8558953298203793,84.09593191374807
Telangana,Sugarcane,Kharif,6.8121794648023455,1050.262604939071,269.9763583269481,6.918952767918455,0.7893726184652947,125.96246125589738
